symbol,timeframe,timestamp,formatted_date,open,high,low,close,volume_units,volume_usd,price_change_24h_pct,price_change_7d_pct,price_change_14d_pct,price_change_30d_pct,volatility_7d,volatility_14d,volatility_30d,intraday_range_pct,volume_change_24h_pct,volume_change_7d_pct,volume_change_14d_pct,volume_change_30d_pct,volume_vs_30d_avg_pct,rsi,macd_line,macd_signal,macd_histogram,ema_20,ema_50,ema_100,ema_200,gap_ema_20_pct,gap_ema_50_pct,gap_ema_100_pct,gap_ema_200_pct,bb_mid,bb_upper,bb_lower,band_width_pct,gap_bb_mid_pct,gap_bb_upper_pct,gap_bb_lower_pct
NASDAQ:NBTB,1D,1394458200,2014-03-10,24.18,24.49,24.18,24.42,58780.0,1435407.6,0.7010309278350586,4.67209601371626,4.492939666238771,-3.4400948991696225,1.0631328004391327,1.5336280854948516,1.6463326108944742,1.2820512820512768,-22.813428639298124,-27.604243008422074,13.433708120145429,-61.69612748298121,-49.43506556841757,61.02568520865892,0.04781231802607877,-0.16969497785755508,0.21750729588363385,23.70318280138288,23.979114290765377,23.973671256223135,23.39265030877038,3.024139013834469,1.8386238285890926,1.861745491571334,4.391762701827958,23.382500000000032,24.44170489046963,22.323295109530434,9.059808749873593,4.437079012081548,-0.08880268609286601,9.392452503906673
NASDAQ:NBTB,1D,1394544600,2014-03-11,24.4,24.42,23.94,24.27,73168.0,1775787.3599999999,-0.614250614250623,3.3645655877342384,8.155080213903735,-3.2296650717703304,1.1532223193378963,1.0164558395232575,1.6436041157751506,1.9672131147541003,23.713108388167914,-51.48827110376306,-45.295929012229315,-47.740047930939674,-36.22983024510758,58.1515711076325,0.08266413476176382,-0.1192231553336913,0.2018872900954551,23.75716539172737,23.99052157348046,23.97953915213951,23.401380156444308,2.1586523468460914,1.1649535240971134,1.2112861970267474,3.71183168577555,23.450500000000034,24.55335946520573,22.347640534794337,9.405850324775123,3.494594997974307,-1.1540557845343975,8.602069029223152
NASDAQ:NBTB,1D,1394631000,2014-03-12,24.12,24.35,23.81,24.2,63763.0,1543064.5999999999,-0.28842192006592615,3.4188034188034218,7.032286598850066,-1.9846091535034507,1.1480365394137564,1.0378923492912193,1.6216966668183004,2.2388059701492646,-13.10532810640121,8.49802827327589,-45.04674501048807,-61.89312972363719,-42.87328982156915,56.80699732311011,0.10344360217847992,-0.07468980383125705,0.17813340600973698,23.799340116324764,23.99873641373613,23.98390471348328,23.40932662254934,1.6834915662237597,0.8386424301434192,0.9010012718872853,3.377599835311079,23.498000000000037,24.64324407878552,22.352755921214552,9.74758769925511,2.9874882968761662,-1.7986433822123886,8.26405515855101
NASDAQ:NBTB,1D,1394717400,2014-03-13,24.17,24.3,23.79,23.96,81374.0,1949721.04,-0.9917355371900762,-0.539643005396426,5.4113506379234515,-0.9508061182306755,0.6699046027081429,1.105676238778892,1.5901188777351989,2.1100537856847392,26.35381823936601,-64.54112994488995,-65.19846456932771,-39.71285844589064,-26.655758341001913,52.33868161480753,0.09939966807842993,-0.03987190944931965,0.13927157752774957,23.814641057627167,23.997217338687655,23.983431352820244,23.4148059596384,0.6103763731777072,-0.1550902263474241,-0.09769808362925289,2.328415795122909,23.536500000000036,24.689483521128547,22.383516478871524,9.797408460293672,1.799332950948376,-2.954632568576316,7.043055645955215
NASDAQ:NBTB,1D,1394803800,2014-03-14,23.96,24.3762,23.1385,24.1,92601.0,2231684.1,0.5843071786310541,0.6263048016701551,3.47788750536712,-2.191558441558438,0.6682513480910276,0.947736491118188,1.5559816856675592,5.165692821368949,14.461712943303933,48.72071583974875,-49.19054106323505,-46.86761136220406,-13.92421555445674,54.58288905738623,0.10626667505897558,-0.010644192547660601,0.11691086760663619,23.841818099757912,24.00124803128814,23.985739642863408,23.421623810786276,1.0828951850979474,0.41144514061572646,0.4763678704008209,2.896367026872473,23.580500000000036,24.748874511872526,22.412125488127547,9.909666986471768,2.203091537499054,-2.6218344254856767,7.531077374908408
NASDAQ:NBTB,1D,1395063000,2014-03-17,24.26,24.63,24.25,24.52,142212.0,3487038.2399999998,1.7427385892116103,1.4900662251655605,5.917926565874735,1.9966722129783712,0.8559632155283543,0.9889135243601637,1.523946108784606,1.566364385820276,56.25142644516756,157.421440001663,148.0330677729944,-38.958836047990445,38.45632371436128,60.579729395418006,0.1439400659974801,0.020272659161367543,0.12366740683611256,23.906406852161922,24.021591245747427,23.996319055876015,23.43255292709686,2.566647307696885,2.074836546645538,2.182338644958758,4.640753725325593,23.646500000000035,24.86930456328601,22.42369543671406,10.342372556496516,3.6939927684856664,-1.404561041894521,9.348613252451178
NASDAQ:NBTB,1D,1395149400,2014-03-18,24.5,24.73,24.45,24.72,100641.0,2487845.52,0.8156606851549727,1.9381443298969026,6.505816458423085,8.468626590609915,0.8812725459540639,0.9929723737543835,1.1713230098571423,1.1428571428571475,-28.654481288395615,33.77960780191108,15.312268024228468,-45.91186938895102,1.6227340550059879,63.079692934069655,0.18777032880117872,0.053772193089329776,0.13399813571184893,23.983891913860788,24.048979824345565,24.010649371601243,23.445363345732712,3.0691769658693255,2.79022303879659,2.9543167176384038,5.436625721986446,23.714000000000034,25.01485202847735,22.41314797152272,10.971173386837426,4.242219785780397,-1.178707865797831,10.292405294465006
NASDAQ:NBTB,1D,1395235800,2014-03-19,24.7,24.9,24.45,24.62,86693.0,2134381.66,-0.40453074433656094,0.819000819000816,5.529361337333917,7.604895104895114,0.8904111635938988,1.017006911982925,1.177443236180763,1.8218623481781346,-14.20762893670343,48.69516226610477,7.648988332401682,-35.72517382779825,-11.384038102003514,60.99675888110679,0.21199323750719756,0.08541640197290333,0.12657683553429422,24.044473636350236,24.071372772410445,24.022715720678445,23.457051272640843,2.3935910278347223,2.279168840002214,2.4863312136163755,4.957778852261641,23.823000000000036,25.041295530646227,22.604704469353845,10.227893469724128,3.3455064433529107,-1.682403093444719,8.915381014506861
NASDAQ:NBTB,1D,1395322200,2014-03-20,24.49,25.0,24.47,24.99,154374.0,3857806.26,1.5028432168968213,2.966625463535224,6.43100511073253,9.557211749232792,0.9472048092825585,1.0556440205292281,1.1935511218445858,2.1641486320947374,80.74584936229256,117.2448316109199,5.389223752175907,-6.4330644262095715,60.759781592982385,65.53188981030956,0.25807109204886913,0.11994733998809648,0.13812375206077265,24.134523766221644,24.10739736957082,24.041869864823425,23.472304493808597,3.5446161774928724,3.6611278144161283,3.9436622047597814,6.465899019807499,23.94200000000004,25.127623886395938,22.75637611360414,9.904134043905243,4.377245008771019,-0.5476995637078472,9.8153760301956
NASDAQ:NBTB,1D,1395408600,2014-03-21,25.05,25.45,24.84,24.91,295393.0,7358239.63,-0.3201280512204814,2.933884297520665,6.45299145299146,8.967629046369208,0.9506653264997444,1.0545529185404048,1.1988616172111708,2.43512974051896,90.73637020849254,376.85881913174603,417.38241640517134,170.2557857223927,188.07810337487095,63.8044107943206,0.2848492277490493,0.15292771754028706,0.13192151020876225,24.208378645629107,24.138871982528826,24.059060560569495,23.4866099217309,2.8982583453500825,3.194548684914933,3.5368772495843555,6.060432233568602,24.051000000000037,25.169836896063416,22.93216310393666,9.303870076615329,3.571577065402525,-1.03233444513919,8.624728888849628
