symbol,timeframe,timestamp,formatted_date,open,high,low,close,volume_units,volume_usd,price_change_24h_pct,price_change_7d_pct,price_change_14d_pct,price_change_30d_pct,volatility_7d,volatility_14d,volatility_30d,intraday_range_pct,volume_change_24h_pct,volume_change_7d_pct,volume_change_14d_pct,volume_change_30d_pct,volume_vs_30d_avg_pct,rsi,macd_line,macd_signal,macd_histogram,ema_20,ema_50,ema_100,ema_200,gap_ema_20_pct,gap_ema_50_pct,gap_ema_100_pct,gap_ema_200_pct,bb_mid,bb_upper,bb_lower,band_width_pct,gap_bb_mid_pct,gap_bb_upper_pct,gap_bb_lower_pct
NYSE:LHX,1D,1394458200,2014-03-10,74.51,75.2,74.02,75.03,525862.0,39455425.86,0.4148822269807311,1.2960712839206265,1.4467279610600425,10.240963855421684,0.49714381391403867,0.8763514101795594,1.2208523546274173,1.5836800429472644,10.692632836189588,-58.31764697423984,-59.40441785678273,17.160837211859587,-26.212681888429124,68.70687525171115,1.2985616836901954,1.2014859779108187,0.09707570577937674,73.11821620472406,70.83173697518771,67.5411201070393,62.42401721221397,2.6146477506003762,5.927093142277365,11.087882287253017,20.19412295259897,73.12799999999993,75.63199361022532,70.62400638977454,6.848248578452565,2.60091893665911,-0.7959510010112077,6.238662793935459
NYSE:LHX,1D,1394544600,2014-03-11,75.03,75.3299,74.41,74.62,475629.0,35491435.980000004,-0.5464480874316895,1.0837171498239115,2.824858757062163,8.617176128093162,0.5326443103353612,0.7125202605532168,1.2253592379052933,1.2260429161668644,-10.046754770979922,-22.63048138070459,-28.805303598912975,-46.16038569921877,-32.34251693302505,64.7432055134035,1.2595030410579255,1.21308939054024,0.046413650517685534,73.26124323284559,70.98029630949408,67.68129594650388,62.545370274779,1.8546733677940637,5.127766267184617,10.252025993977067,19.305393304370625,73.30549999999994,75.70176772294802,70.90923227705186,6.537756983986423,1.7931805935435505,-1.4289860798324414,5.2331235352396455
NYSE:LHX,1D,1394631000,2014-03-12,73.98,74.255,73.61,74.14,742855.0,55075269.7,-0.6432591798445509,0.4743190134164444,2.064977973568282,5.252697331061901,0.6016233347512415,0.7450490972238997,1.162010008914596,0.8718572587185672,55.1790401803855,55.05683971329339,-6.702434819162346,-28.755562897519166,6.49450267234145,60.35343967950881,1.1762576311203077,1.2057230386562536,-0.029465407535945953,73.34493435352697,71.10420625814137,67.80919107627608,62.6607397247812,1.0840089414229623,4.269499515735091,9.336210657051824,18.31970118073623,73.44749999999993,75.68274383458353,71.21225616541633,6.086643751206239,0.9428503352735861,-2.0384353901801453,4.111292061555973
NYSE:LHX,1D,1394717400,2014-03-13,74.37,74.66,73.01,73.24,760822.0,55722603.279999994,-1.213919611545732,-1.9544846050870253,0.5353466026080996,3.916004540295106,0.5305910034771458,0.8214750136103738,1.188496898554131,2.2186365469947447,1.1753616160684743,40.385398061179764,37.05634859178032,-20.36352185793605,8.74488747382832,53.085533716604374,1.0258373511849044,1.1697459011619837,-0.14390854997707936,73.33494060557202,71.18796287546917,67.91673184704288,62.76600599617641,-0.12946162468809133,2.882561941153598,7.837933316558561,16.68736736962623,73.53099999999993,75.59789041800524,71.46410958199463,5.6218205056515,-0.3957514517685605,-3.1189897032413207,2.4850102077711966
NYSE:LHX,1D,1394803800,2014-03-14,73.06,73.58,72.51,72.56,690874.0,50129817.440000005,-0.9284543965046321,-2.682403433476395,-0.15136920324755665,3.9988533753762456,0.5736990411486628,0.85656541500382,1.1860497355998412,1.4645496851902453,-10.036835163455754,100.9924851807577,29.75427628568765,-19.99275779403071,-1.365904292228038,48.34815340336229,0.8420512361222876,1.1042069681540445,-0.2621557320317569,73.26113673837467,71.24176825290175,68.00867775106184,62.86345867283137,-0.9570377550631309,1.8503635990878984,6.6922669274614766,15.42476588447611,73.57449999999993,75.51748198654728,71.63151801345258,5.281672281965501,-1.3788744741723398,-3.9162878697069456,1.296191972886926
NYSE:LHX,1D,1395063000,2014-03-17,72.28,73.82,72.1957,73.59,515010.0,37899585.9,1.4195148842337393,-1.6307980216548574,1.8264840182648505,6.129218344389963,0.8345790430057372,0.9155395292981748,1.1991297189284238,2.2472329828444813,-24.397119647679304,-28.02580740316514,15.69986394939411,-44.27412626087674,-23.927453036117978,54.91170457180092,0.7706284823140095,1.0374912709860376,-0.26686278867202806,73.29245704900566,71.3338557723958,68.11919898371409,62.970190427330564,0.40596667511827905,3.1627958466213664,8.031217480396203,16.86482048188342,73.65399999999994,75.4579223930201,71.85007760697978,4.8983691123908,-0.08689276889230206,-2.4754490102325937,2.4216012716612574
NYSE:LHX,1D,1395149400,2014-03-18,73.57,74.24,73.32,73.91,338976.0,25053716.16,0.43484169044706233,-1.0840471092077117,1.9870291154960644,9.91969066032124,0.8670868333159205,0.9182074470452312,1.0381052218471936,1.2505097186353156,-33.89448574423606,-29.711522721326677,-48.95867786951399,-69.46158241754776,-47.71846822276611,56.75049242762598,0.7314154588765831,0.9762761085641467,-0.2448606496875636,73.35127066338607,71.43488103622342,68.23386831076925,63.07904425392429,0.7617173248135928,3.464860482544221,8.31864267665283,17.17044998728225,73.65149999999993,75.45385706785562,71.84914293214423,4.894284754161685,0.3509772373951233,-2.046094299019381,2.868311275197922
NYSE:LHX,1D,1395235800,2014-03-19,73.87,74.9,73.54,74.06,472289.0,34977723.34,0.20294953321608128,-1.2928162068505915,-0.01350074254082747,9.99554433387792,0.8503078722234051,0.7203101779912547,1.0377637728341786,1.8410721537836732,39.61091886178694,-11.34876236259181,-63.04807816626996,-49.247316404692455,-25.24439898828411,57.622910984188245,0.7043235976777282,0.921885606386863,-0.21756200870913478,73.41876869544454,71.53782687794015,68.34923725511045,63.18830749517877,0.8733888022767237,3.5256496208128563,8.355269165000898,17.205228207213395,73.72599999999993,75.46546428536105,71.9865357146388,4.7187268680278995,0.4530287822478835,-1.8623940085315076,2.880350144338934
NYSE:LHX,1D,1395322200,2014-03-20,73.93,74.49,73.64,74.3,495351.0,36804579.3,0.3240615716986158,-0.428839453229707,0.6502302898943431,9.31293217595998,0.8515848880588824,0.718208949399706,1.0312167222401813,1.14973623698092,5.2229127157364985,3.6998878285453713,-19.767895978305134,-40.10186849833525,-19.934483088377007,59.04635678616364,0.6942165998988372,0.8763518050892578,-0.1821352051904206,73.50269548635458,71.64614739253074,68.46707414114788,63.298871599704356,1.0847282652286274,3.704110694088669,8.51931520664559,17.379659577291775,73.80899999999994,75.49072411531797,72.12727588468191,4.556962200593517,0.6652305274425299,-1.577311821117324,3.012347393781891
NYSE:LHX,1D,1395408600,2014-03-21,75.11,75.202,73.46,73.55,1461844.0,107518626.2,-1.009421265141319,-0.7957917453466461,-0.32524732348557944,6.733420403424758,0.8960293203979232,0.7684162383856278,1.0370686592843668,2.3192650778857735,192.13382748814632,95.22124319256851,202.70389014339963,313.7105127941838,120.84214527023352,53.0494734772,0.6185576517826092,0.8247929744279281,-0.20623532264531885,73.50720067813033,71.72080827909816,68.56772613835287,63.40087287731924,0.05822466571278256,2.5504337789719522,7.266208378551335,16.007866551489492,73.84399999999992,75.47273447806869,72.21526552193116,4.411284540568675,-0.3981366123177593,-2.547588200381702,1.8482719248099855
