symbol,timeframe,timestamp,formatted_date,open,high,low,close,volume_units,volume_usd,price_change_1h_pct,price_change_last_7_candles_pct,price_change_last_14_candles_pct,price_change_last_30_candles_pct,volatility_last_7_candles,volatility_last_14_candles,volatility_last_30_candles,candle_range_pct,volume_change_1h_pct,volume_change_last_7_candles_pct,volume_change_last_14_candles_pct,volume_change_last_30_candles_pct,volume_vs_30_candles_avg_pct,rsi,macd_line,macd_signal,macd_histogram,ema_20,ema_50,ema_100,ema_200,gap_ema_20_pct,gap_ema_50_pct,gap_ema_100_pct,gap_ema_200_pct,bb_mid,bb_upper,bb_lower,band_width_pct,gap_bb_mid_pct,gap_bb_upper_pct,gap_bb_lower_pct
NASDAQ:COST,1H,1715621400,2024-05-13_17:30,777.5,777.56,773.58,776.15,15965.0,12391234.75,-0.18262021425724662,-1.0164260572361408,-0.36073739344768135,1.1112269091477518,0.2504039111628559,0.23737590699236466,0.33653098346271154,0.5118971061093125,-16.483178644757455,-32.39474832101711,-33.08623953587651,-35.68249511496758,-42.25758456583545,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715625000,2024-05-13_18:30,776.21,777.48,774.76,777.26,11848.0,9208976.48,0.14301359273336517,-0.9695873201931546,-0.20927216936923,0.9835128428328205,0.257372509729494,0.24132741677536163,0.3343784140114705,0.3504206335914285,-25.68152677439994,-66.42691056912122,-30.468093193524265,-14.600095634412321,-56.98151647288717,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715628600,2024-05-13_19:30,777.05,777.38,774.53,775.25,20178.0,15642994.5,-0.2586007256259155,-1.4792410629185766,-0.5069301848049339,1.1375940928600352,0.2011031641080772,0.24864191946175943,0.3287213379313127,0.3667717650086897,69.86680912882514,-61.691328814436844,-43.16210858325059,66.55140566438666,-27.630256831998885,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715693400,2024-05-14_13:30,774.5,780.8,771.54,778.78,50419.0,39265308.82,0.45533698806836154,-0.45758985633212856,-0.4385011697626039,1.3271227458429742,0.2522132038787179,0.257495750867106,0.3347630112306445,1.1956100710135558,151.0089025473991,16.74409809336104,13.848117788300366,181.89660661715266,74.82387393677425,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715697000,2024-05-14_14:30,778.73,779.24,775.43,776.34,15730.0,12211828.200000001,-0.31331056267494556,-0.5648414985590737,-0.8341103886979925,0.6416987516042528,0.26333764092420836,0.2650208771836572,0.33523924935097543,0.4892581510921704,-68.89919227178002,-17.574038615742733,-43.763809806554875,-54.03194281591408,-44.44485879414885,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715700600,2024-05-14_15:30,776.32,776.86,772.84,775.38,14423.0,11183305.74,-0.12365716052245618,-0.5884841724681759,-0.8465473145780058,0.9320246804300809,0.26371804640254737,0.2652149045388577,0.3267338159222188,0.5178276999175574,-8.422346295372881,-6.63461009438748,-59.22997268632319,-73.1472258546845,-46.65982014276803,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715704200,2024-05-14_16:30,775.21,775.47,774.12,775.47,7124.0,5524448.28,0.01160721194769427,-0.270072147845213,-0.9262571545380213,1.179494539618762,0.24822806640166642,0.2627094401445531,0.3230638122540236,0.1741463603410718,-50.60093671372701,-62.765263559627336,-55.74080742264557,-65.19206494590284,-73.2097486129045,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715707800,2024-05-14_17:30,775.34,777.11,774.38,776.5,12439.0,9658883.5,0.13282267528079394,0.0450943760870995,-0.9717900321379387,1.480716703477664,0.2465683803180514,0.25989544912370804,0.32120756135559675,0.35210359326231305,74.83888001934557,-22.05067779867539,-47.30216454373321,-52.22109632571693,-52.34703212457374,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715711400,2024-05-14_18:30,776.52,778.31,776.15,777.15,12912.0,10034560.799999999,0.08370895041854182,-0.014152278516842967,-0.98360238001198,1.68127698547691,0.24272959635558564,0.25937154276214713,0.3198154396109041,0.278164116828925,3.889448506134264,8.964995423682506,-63.4170846380541,-2.5670761828216935,-50.4720605411914,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715715000,2024-05-14_19:30,777.25,778.45,775.96,777.72,30581.0,23783455.32,0.07334491410925176,0.31860690099968103,-1.165347126027775,1.5704686591919728,0.2191980493735151,0.24679374075504132,0.31897627276131735,0.3203602444515933,137.01540898531405,52.03901861628859,-41.75587228452884,64.51941218573886,15.614692016438092,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715779800,2024-05-15_13:30,778.72,786.31,778.45,785.33,29071.0,22830328.43,0.9785012600936086,0.8410590924266248,0.37962063500179294,2.703833755092175,0.37788076793543707,0.33438844545541313,0.35744842423711704,1.009348674748292,-4.007520678454558,-41.85623616343176,-32.1205873114646,49.60681220094626,9.636557852830629,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715783400,2024-05-15_14:30,785.07,789.14,784.7,786.87,27792.0,21868691.04,0.19609590872626328,1.3563644794806362,0.7838616714697412,3.1095211887727046,0.3338262612820477,0.3303443361650358,0.35385728376821696,0.5655546639153121,-4.212104932911824,79.07794542998892,47.60671814784396,56.77972496325477,3.7038020422455986,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715787000,2024-05-15_15:30,786.96,788.26,785.5,787.45,11729.0,9236001.05,0.07370976145996681,1.5566560912068987,0.9590112440222083,1.8785659762203688,0.31359507821945326,0.3274929653429977,0.2778427375368734,0.3507166819152169,-57.766100252152995,-17.412603529517735,-22.89195527244016,-80.721900807707,-53.35008226267832,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715790600,2024-05-15_16:30,787.76,788.83,787.01,788.675,13568.0,10700742.399999999,0.15556543272587578,1.7028382787212821,1.4281672389623963,1.870987742027138,0.30372781615006245,0.3107627633529549,0.27775604364743667,0.2310348329440502,15.859042696838992,93.69793792331419,-27.877083323817324,-63.98401225515741,-44.16477187514885,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715794200,2024-05-15_17:30,788.48,789.67,787.79,788.69,18555.0,14634142.950000001,0.0019019241132405675,1.5698647778493307,1.6156670746634128,1.8347794649313136,0.3137386317248394,0.3022148343127147,0.27793486935193934,0.23843344155844098,36.758202402853875,51.50967448773972,18.100764332626344,-49.045537497726706,-21.722996149805834,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715797800,2024-05-15_18:30,788.8,789.06,787.39,787.39,10104.0,7955788.56,-0.1648302881994279,1.317634948208198,1.3032961943236492,1.3893896471800107,0.3404490988402409,0.31046349544291507,0.2778953460562228,0.2117139959431997,-45.63543224101143,-20.71612581190399,-13.608330119222986,-48.429982733697116,-56.870505179117494,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715801400,2024-05-15_19:30,787.48,788.48,786.64,787.095,24142.0,19002047.490000002,-0.03746555074359074,1.205446690325567,1.5278942276684975,1.0443411728458445,0.34789566126752475,0.2975285370391103,0.2740813049710556,0.23365672778991614,138.84555687588565,-20.10392420137209,21.47320955715993,2.6127322843075933,2.9228958769283127,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715866200,2024-05-16_13:30,791.23,801.66,787.85,801.4,121078.0,97031909.2,1.8174426212845909,2.0462735410591644,2.9045430031587873,2.8900101426388822,0.6328885935822313,0.5282144903871399,0.4210125254717122,1.7453837695739476,410.6392311200355,325.013198988833,147.11867069431088,632.6344770671859,356.50619131443153,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715869800,2024-05-16_14:30,801.58,804.53,799.71,802.76,49553.0,39779166.28,0.1697030197154996,2.0193932924117055,3.4031481052116286,3.0236139630390073,0.6335256598527552,0.5085706918477736,0.4210813668025253,0.6013124079942035,-59.00403629283634,81.90007900902697,225.74292422489202,44.5352380371584,83.61959310828968,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715873400,2024-05-16_15:30,802.83,802.83,798.71,798.71,19001.0,15176288.71,-0.5045094424236327,1.4299320591783593,3.008847274884578,2.109407959499367,0.6911559878407068,0.5367338417123679,0.4311495849815071,0.513184609444092,-61.8486506148062,64.31666289167431,35.70485384941287,-55.99698674048699,-27.801189824219524,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715877000,2024-05-16_16:30,798.7,802.25,798.34,800.02,15485.0,12388309.7,0.16401447333825112,1.4384886043046918,3.1658220176151177,2.190657452706066,0.6910752757994933,0.534069586865181,0.4314717167784996,0.4895455114561122,-18.37062448715106,15.770562797586837,124.24519286114122,-42.95110207458528,-40.1797924527986,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715880600,2024-05-16_17:30,800.11,800.67,797.32,797.44,21212.0,16915297.28,-0.3224919377015484,1.1094346321114759,2.696716033483587,1.9744245524296746,0.7137531026251744,0.5522044946681186,0.4361243724669751,0.4186924297908924,36.5424153062625,15.587891534160528,75.12683821064827,-38.33333826706565,-16.913837125642868,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715884200,2024-05-16_18:30,797.56,798.38,795.78,795.95,19005.0,15127029.75,-0.18684791332263356,1.0871359808989267,2.419095412725995,1.690259607522488,0.71522580497495,0.5603225797147504,0.43843929378793933,0.3259942825618164,-10.571895370200677,90.13865986906018,50.749295873517475,21.19040470564776,-26.01800900132316,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715887800,2024-05-16_19:30,795.87,796.28,792.81,793.29,26198.0,20782611.419999998,-0.3341918462215066,0.7870714462675961,2.0020058632926934,1.1694638575728153,0.7340476662762012,0.5751056234952505,0.4433250729787906,0.4360008544108997,37.387258195879454,9.3703793285278,-12.61735883043256,13.387705417783636,1.2368522976305605,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715952600,2024-05-17_13:30,792.61,797.07,791.27,793.23,33415.0,26505780.45,-0.007563438339062062,-1.0194659346144197,1.0059465447646183,1.0651445462305877,0.24251809873768873,0.5268676728135379,0.44327832560443625,0.7317596295782375,27.53825741308116,-72.68343922269233,16.09898881336417,-3.368095312684711,29.30969541517753,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715956200,2024-05-17_14:30,793.23,794.67,790.51,792.005,24352.0,19286905.76,-0.15443187978266365,-1.3397528526583282,0.6525855605119004,0.6500273227515929,0.2060198647281254,0.5287435510344636,0.44259554626948944,0.524438057057848,-27.235095769458837,-51.51505784650647,-11.805851915314259,-52.767628285825694,-2.491252713822258,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715959800,2024-05-17_15:30,791.88,794.24,791.88,793.5,12590.0,9990165.0,0.18876143458690342,-0.652301836711702,0.7683027493809073,1.4238969272457676,0.19862609394924863,0.5299741561823641,0.42922230249368964,0.29802495327575057,-48.20234451127427,-34.17254250429979,8.165481423369902,-70.29711881102526,-47.39679205491641,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715963400,2024-05-17_16:30,793.75,795.07,792.75,794.81,14064.0,11178207.84,0.1650913673597915,-0.6512337191570257,0.7778869623102027,1.8008325328209986,0.19882561055905787,0.5301075509863044,0.42706872387420175,0.29228346456693544,11.892124304253231,-9.768094996850131,4.46198424513052,-24.55064772651799,-40.76297963836725,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715967000,2024-05-17_17:30,794.81,795.89,794.57,795.0,12850.0,10215750.0,0.023905084233974732,-0.3059791332263311,0.8000608604140974,1.9269971921996965,0.17754145743387562,0.5299751917926818,0.4260966382051104,0.1660774273096635,-8.610126540642312,-39.606441253156625,-30.192358822079164,-14.712384325078723,-45.694313120627406,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715970600,2024-05-17_18:30,795.21,796.72,794.195,796.52,18520.0,14751550.4,0.19119496855345683,0.07161253847602693,1.1595270450475617,2.4370796198412914,0.18316549989472278,0.527191502805869,0.42094837681267594,0.31752618805095223,44.400072437168106,-2.4821749953919383,85.41908559721703,-0.5746703757947328,-21.570699539125087,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1715974200,2024-05-17_19:30,796.455,797.6,794.82,796.04,29931.0,23826273.24,-0.06026214031035231,0.3466575905406598,1.1364574797197209,2.562648972492429,0.12557288422936833,0.5275984577500864,0.41896077702727097,0.3490467132480771,61.517078503151765,14.64523277893246,25.38792597239212,92.28328508585473,24.160540935946553,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716211800,2024-05-20_13:30,795.465,802.87,793.94,800.98,30084.0,24096682.32,0.6205718305612852,0.9770180149515273,-0.05240828550036923,3.051745876540672,0.2320242389007089,0.2768869288466937,0.42978571711035884,1.1226138170755406,1.1349197471052002,-9.088953764423108,-75.16622880177235,161.66515217334987,22.404249583186903,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716215400,2024-05-20_14:30,801.01,801.07,797.04,797.79,17083.0,13628646.57,-0.398262128892114,0.7304246816623592,-0.619114056505061,2.9074492099322753,0.2856144456502674,0.28986240650879663,0.4343892392822523,0.5031148175428629,-43.441813320963426,-29.33730926261342,-65.7392352718761,-12.876996984177163,-30.533441541683192,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716219000,2024-05-20_15:30,798.05,799.33,795.29,796.36,22515.0,17930045.4,-0.17924516476766444,0.3604284814114699,-0.29422443690451133,2.2573769228793807,0.29881697740597435,0.26388619461641005,0.43184441138956586,0.506233945241536,31.561452620456343,79.47696959960119,18.145125877748256,-54.33616609971183,-5.171311571892093,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716222600,2024-05-20_16:30,796.06,797.09,794.8,795.34,12921.0,10276588.14,-0.12808277663368098,0.06668260338950019,-0.5849853753656096,2.447381302006853,0.30055145589054755,0.2599755476225386,0.4275460004845908,0.2876667587870358,-42.68509693790289,-8.06586988634843,-17.04608305037772,-15.847259135204672,-45.46296467342598,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716226200,2024-05-20_17:30,795.21,796.59,793.66,795.95,13180.0,10490621.0,0.07669675861895713,0.11949685534591767,-0.18684791332263356,2.652892775155414,0.3014673477641167,0.24927071820730104,0.42585006445295975,0.3684561310848787,2.082722953223261,2.6906590313975967,-37.981456510352274,-6.193917577719736,-44.25880735596571,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716229800,2024-05-20_18:30,796.31,798.78,796.22,797.22,11445.0,9124182.9,0.1595577611659001,0.08788228795259949,0.1595577611659001,2.804750667337228,0.29905718915941426,0.24798002528295757,0.4257910153473281,0.3214828395976373,-13.02533091225009,-38.14763429883275,-39.68291825432551,65.1600745911952,-51.826419912022104,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716233400,2024-05-20_19:30,797.22,797.45,792.45,793.08,23008.0,18247184.64,-0.5193045834274085,-0.37184061102456195,-0.026472034186731545,2.135222150676116,0.35333533268504014,0.27002549946627297,0.43963191385404926,0.6271794485838288,99.98705462162535,-23.415699735339718,-12.199750689463633,88.91608579811529,-5.093563082377868,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716298200,2024-05-21_13:30,795.05,798.14,791.89,796.18,19370.0,15422006.6,0.3908811217027171,-0.5992658992733986,0.37189717988476634,2.4486907289455027,0.2951774294861172,0.2882707468195689,0.4433603654074733,0.7861140808754167,-15.482816093211852,-35.99946085856022,-41.816440270107194,53.68890484972697,-20.530026650212694,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716301800,2024-05-21_14:30,795.85,797.35,794.96,794.96,8981.0,7139535.760000001,-0.1532316812780921,-0.35472994146328324,0.3731037051533817,2.2167361003960306,0.2694031573870216,0.28821697144710484,0.4453628056415101,0.300307846956083,-53.705532975196626,-47.613758098945254,-62.982471896518454,-69.98108279920025,-62.127055847029936,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716305400,2024-05-21_15:30,794.85,797.05,794.02,796.86,8367.0,6667327.62,0.23900573613766443,0.06278567482043296,0.4234404536862021,1.4681726153336778,0.28035741229248357,0.29051232027857554,0.4139830291918161,0.38120400075485594,-6.613989422752055,-62.81477558333455,-33.26108607815787,-70.7961817525198,-63.59141678602664,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716309000,2024-05-21_16:30,797.0,797.55,795.65,796.33,6452.0,5137921.16,-0.06651105589438204,0.12447506726683043,0.19124067387175495,1.2022316265711028,0.27685123059302397,0.2889734023487024,0.4135657755882784,0.23839397741530455,-22.938822676303403,-50.00362873353412,-54.036270987782956,-76.50558439642211,-71.06182939118149,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716312600,2024-05-21_17:30,796.24,797.92,795.05,797.32,20382.0,16250976.24,0.12432031946554933,0.1721213644073126,0.2918238993710755,1.2534129151057216,0.2787846175756967,0.29037142550003664,0.41380017825587967,0.3604440872098871,216.29477630988015,54.90957341800834,59.077661845679465,75.95251615957751,-9.659865105775243,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716316200,2024-05-21_18:30,797.6,799.0,796.22,798.82,19719.0,15751931.58,0.18813023629157677,0.20069742354682807,0.2887560889871024,1.2863346752464697,0.2809263763504517,0.29024434061220905,0.4141382420189636,0.34854563691072876,-3.0708595756337167,72.63936675359719,6.78153246861428,47.204100343542535,-13.246096233668785,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716319800,2024-05-21_19:30,798.8,801.39,798.33,800.74,24768.0,19832728.32,0.2403545229213038,0.9658546426589963,0.590422591829562,1.5278499790792268,0.1748333809233713,0.294525208517158,0.4155501265008282,0.38307461191787,25.906643380684365,8.689251033961147,-16.761097632740814,35.52367492761165,8.196329323906433,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716384600,2024-05-22_13:30,800.02,806.4,797.82,804.95,34596.0,27848050.200000003,0.5257636686065434,1.1015097088598178,0.49564283752403643,2.2301527832459214,0.20629289402217166,0.28197827364614164,0.4220113291657756,1.0724731881702867,40.41462047315537,80.57345533751752,15.56798496233818,250.03507182196913,46.61968808689964,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716388200,2024-05-22_14:30,804.98,805.61,802.39,803.21,16521.0,13269832.41,-0.21616249456488093,1.0377880648082922,0.6793767783502016,2.047402156029451,0.22049201389900572,0.26537040905204723,0.4248006173304557,0.4000099381351123,-52.349150785429146,85.86407934736641,-2.6327937859203003,-30.166302252515848,-29.42448259600951,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716391800,2024-05-22_15:30,802.91,805.9,802.43,805.32,10696.0,8613702.72,0.2626959325705623,1.061667043144346,1.1251192927821634,0.48914399800350294,0.22204165452462332,0.2626460485357566,0.2776047071490334,0.4321779526970678,-35.088082095831076,29.192732244947045,-51.95939258469473,-91.12281434940579,-45.67215901217252,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716395400,2024-05-22_16:30,805.2,806.27,804.49,805.55,11025.0,8881188.75,0.028560075497926846,1.1578114600730744,1.2837277139336538,0.34755094922516866,0.2109378760281495,0.25680234037714644,0.2761632518265276,0.22106308991554552,3.105354789862069,72.85568371780931,-13.578430613256051,-77.67376850614075,-40.093609335224336,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716399000,2024-05-22_17:30,805.34,805.34,800.5,800.82,9842.0,7881670.44,-0.5871764632859419,0.43897055134701246,0.6118474778566498,0.264175983773837,0.3386924284101223,0.3107758881109547,0.28166044006836055,0.6009884024138912,-11.254330226907964,-51.500326358239754,-24.869362452422976,-48.06589021460439,-45.94915788650116,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716402600,2024-05-22_18:30,800.86,803.44,799.89,801.85,13091.0,10497018.35,0.12861816637945764,0.3793094814851872,0.5807681693886249,0.2287442813929703,0.33618658873088253,0.31005590537096395,0.28108295957886803,0.443273481007925,33.18266007072479,-33.360437120435996,15.046119362644509,-15.266742564564717,-27.70107642671332,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716406200,2024-05-22_19:30,802.12,803.51,799.8,801.85,14139.0,11337357.15,0.0,0.13862177485825783,1.1058153023654589,0.5530196629213443,0.32763320334842666,0.26905607095430767,0.2743230393641546,0.4625243105769755,8.005499961805828,-42.835110898145956,-37.867910180800365,-32.97571445342047,-20.90022278564759,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716471000,2024-05-23_13:30,803.62,804.22,798.78,803.72,32218.0,25894250.96,0.23321070025565932,-0.1528045220200035,0.9470220301941871,0.9761919718575265,0.27491087730311453,0.25887046243263107,0.27419128076725596,0.6769368607053153,128.39759405480137,-7.015928318026379,67.9045511496539,71.17868734276801,76.24860621248801,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716474600,2024-05-23_14:30,803.84,806.91,802.99,806.06,24404.0,19671088.24,0.2911461703080573,0.35482625963321035,1.3962966690147818,1.6097517931651706,0.28083661190361897,0.25707436480880896,0.2692270830706696,0.48765923566878466,-24.032989908119752,48.239161070158524,175.5233519553097,-5.348332591785521,34.22930291380957,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716478200,2024-05-23_15:30,806.2,808.05,804.79,806.98,17648.0,14241583.040000001,0.1141354241619821,0.20612924055033627,1.269984689907889,1.7334190587849678,0.2694186226321522,0.25422728341644835,0.26919167083333484,0.40436616224261857,-27.601448042713866,65.33636582247871,113.60256840056107,-46.2698973649727,-0.031232450322065727,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716481800,2024-05-23_16:30,807.0,807.22,803.67,803.87,10665.0,8573273.55,-0.38538749411385825,-0.20855316243559682,0.9468436452224535,1.4980966029254879,0.3061261196426666,0.28022930234411475,0.27829581294375133,0.4399008674101696,-39.80111953902563,-3.4670493857030036,66.86269179731829,-55.54873520572436,-38.2725302715899,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716485400,2024-05-23_17:30,803.78,803.9,798.9,799.03,20678.0,16522342.34,-0.6020874021919006,-0.22352089108664586,0.21446846937238784,0.6969124133585347,0.3100272797731412,0.32810708230566676,0.30047284630256854,0.6220607628953196,92.7191783119996,109.62995681915366,1.6698449126524577,65.3860806102802,17.12448839333253,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716489000,2024-05-23_18:30,798.92,799.27,796.24,798.78,19759.0,15783094.02,-0.03128793662315558,-0.38286462555341394,-0.0050073858942036135,0.4994904442571215,0.303205248522108,0.3247261623033822,0.2994565622778298,0.37926200370499835,-4.474234371783392,50.35787776821405,0.19783249972699207,41.19520987543205,10.679744319226794,,,,,,,,,,,,,,,,,,,
NASDAQ:COST,1H,1716492600,2024-05-23_19:30,798.86,799.39,795.43,796.11,26673.0,21234642.03,-0.33425974611281695,-0.7158446093409002,-0.578215150985338,0.13962264150943568,0.3169013531554746,0.32807116120339824,0.3060135269109518,0.49570638159377567,34.540426630494096,87.2979897259389,7.068688116834955,107.8618019235005,45.16988194932729,,,,,,,,,,,,,,,,,,,
